ID,Theme,Kanji,Reading,Romaji,English
NJ017,な-Adjectives,特別,とくべつ,Tokubetsu,Special
NJ018,な-Adjectives,簡単,かんたん,Kantan,Easy
NJ019,な-Adjectives,大変,たいへん,Taihen,Hard / Tough
NJ020,な-Adjectives,苦手,にがて,Nigate,Not good at / Dislike
NJ021,な-Adjectives,同じ,おなじ,Onaji,The same
UP001,Useful Phrases & Connectors,どうでしたか,どうでしたか,Dō deshita ka,How was (it)?
UP002,Useful Phrases & Connectors,どうですか,どうですか,Dō desu ka,How is (it)?
UP003,Useful Phrases & Connectors,意味は何ですか,いみはなんですか,Imi wa nan desu ka,What is the meaning?
UP004,Useful Phrases & Connectors,そうですか,そうですか,Sō desu ka,I see
UP005,Useful Phrases & Connectors,違います,ちがいます,Chigaimasu,It isn't / That's wrong
UP006,Useful Phrases & Connectors,いらっしゃいませ,いらっしゃいませ,Irasshaimase,Welcome (shop greeting)
UP007,Useful Phrases & Connectors,ほしいです,ほしいです,Hoshii desu,I want
UP008,Useful Phrases & Connectors,たのしみ,たのしみ,Tanoshimi,Something to look forward to
UP009,Useful Phrases & Connectors,だれと,だれと,Dare to,With whom
UP010,Useful Phrases & Connectors,～のあと,～のあと,~ no ato,After ~
UP011,Useful Phrases & Connectors,そして,そして,Soshite,And then
UP012,Useful Phrases & Connectors,それから,それから,Sorekara,After that / And then
UP013,Useful Phrases & Connectors,でも,でも,Demo,But
UP014,Useful Phrases & Connectors,いつも,いつも,Itsumo,Always
UP015,Useful Phrases & Connectors,ときどき,ときどき,Tokidoki,Sometimes
UP016,Useful Phrases & Connectors,一緒に,いっしょに,Issho ni,Together
UP017,Useful Phrases & Connectors,いろいろな,いろいろな,Iroiro na,Various
UP018,Useful Phrases & Connectors,けっこう,けっこう,Kekkou,Quite a lot
UP019,Useful Phrases & Connectors,生活,せいかつ,Seikatsu,Life
UP020,Useful Phrases & Connectors,いかがですか,いかがですか,Ikagadesuka,Would you like?
UP021,Useful Phrases & Connectors,～ながら,～ながら,Nagara,While doing
UP022,Useful Phrases & Connectors,～ために,～ために,Tame ni,In order to
UP023,Useful Phrases & Connectors,～ぐらい,～ぐらい,Gurai,About / Approximately
UP024,Useful Phrases & Connectors,～たり～たり,～たり～たり,~tari ~tari,Doing things like X and Y
UP025,Useful Phrases & Connectors,ずっと,ずっと,Zutto,The whole time / Continuously; much more (in comparisons)
UP026,Useful Phrases & Connectors,別の,べつの,Betsu no,Another / Different
UP027,Useful Phrases & Connectors,いっぱい,いっぱい,Ippai,Full / Packed
UP028,Useful Phrases & Connectors,気持ち,きもち,Kimochi,Feeling / Emotion
UP029,Useful Phrases & Connectors,気分,きぶん,Kibun,Mood / Feeling
UP030,Useful Phrases & Connectors,一日中,いちにちじゅう,Ichinichi juu,Throughout the day
UP031,Useful Phrases & Connectors,祝い,いわい,Iwai,Celebration
UP032,Useful Phrases & Connectors,年末,ねんまつ,Nenmatsu,Year end
UP033,Useful Phrases & Connectors,年越し,としこし,Toshikoshi,New Year's Eve (midnight)
UP034,Useful Phrases & Connectors,挨拶,あいさつ,Aisatsu,Greeting
UP035,Useful Phrases & Connectors,あけましておめでとう,あけましておめでとう,Akemashite omedetou,Happy New Year
UP036,Useful Phrases & Connectors,実りのある,みのりのある,Minori no aru,Rewarding / Fruitful
UP037,Useful Phrases & Connectors,満ちたりた,みちたりた,Michitarita,Fulfilled / Satisfied
UP038,Useful Phrases & Connectors,どのくらい,どのくらい,Donokurai,How long
UP039,Useful Phrases & Connectors,だけ,だけ,Dake,Only
UP040,Useful Phrases & Connectors,ペース,ペース,Peesu,Pace
UP041,Useful Phrases & Connectors,終わり,おわり,Owari,End
UP042,Useful Phrases & Connectors,文化,ぶんか,Bunka,Culture
UP043,Useful Phrases & Connectors,ワクワク,わくわく,Wakuwaku,Excited / Thrilling
UP044,Useful Phrases & Connectors,もうひとつ,もうひとつ,Mou hitotsu,The other one
UP045,Useful Phrases & Connectors,買い物,かいもの,Kaimono,Shopping / Purchases
UP046,Useful Phrases & Connectors,帰る途中,かえるとちゅう,Kaeru tochuu,On the way home
UP047,Useful Phrases & Connectors,みんなで,みんなで,Minna de,Everyone together
UP048,Useful Phrases & Connectors,全部で,ぜんぶで,Zenbu de,In total
UP049,Useful Phrases & Connectors,まず,まず,Mazu,First / To begin with
UP050,Useful Phrases & Connectors,お腹がすきました,おなかがすきました,Onaka ga sukimashita,I'm hungry
UP051,Useful Phrases & Connectors,お腹がいっぱいです,おなかがいっぱいです,Onaka ga ippai desu,I'm full
UP052,Useful Phrases & Connectors,喉が渇きました,のどがかわきました,Nodo ga kawakimashita,I'm thirsty
UP053,Useful Phrases & Connectors,また,また,Mata,Again
UP054,Useful Phrases & Connectors,たぶん,たぶん,Tabun,Maybe / Probably
UP055,Useful Phrases & Connectors,ほかに,ほかに,Hoka ni,Else / In addition
UP056,Useful Phrases & Connectors,わかりません,わかりません,Wakarimasen,I don't know
UP057,Useful Phrases & Connectors,初めて,はじめて,Hajimete,First time
UP058,Useful Phrases & Connectors,何度も,なんども,Nandomo,Many times
UP059,Useful Phrases & Connectors,最初に,さいしょに,Saisho ni,At first / First of all
CQ001,Counters & Quantities,一つ,ひとつ,Hitotsu,One (thing)
CQ002,Counters & Quantities,二つ,ふたつ,Futatsu,Two (things)
CQ003,Counters & Quantities,三つ,みっつ,Mittsu,Three (things)
CQ004,Counters & Quantities,四つ,よっつ,Yottsu,Four (things)
CQ005,Counters & Quantities,五つ,いつつ,Itsutsu,Five (things)
CQ006,Counters & Quantities,六つ,むっつ,Muttsu,Six (things)
CQ007,Counters & Quantities,七つ,ななつ,Nanatsu,Seven (things)
CQ008,Counters & Quantities,八つ,やっつ,Yattsu,Eight (things)
CQ009,Counters & Quantities,九つ,ここのつ,Kokonotsu,Nine (things)
CQ010,Counters & Quantities,十,とお,Too,Ten (things)
CQ011,Counters & Quantities,一人,ひとり,Hitori,One person
CQ012,Counters & Quantities,二人,ふたり,Futari,Two people
CQ013,Counters & Quantities,三人,さんにん,San-nin,Three people
CQ014,Counters & Quantities,四人,よにん,Yo-nin,Four people
CQ015,Counters & Quantities,五人,ごにん,Go-nin,Five people
CQ016,Counters & Quantities,六人,ろくにん,Roku-nin,Six people
CQ017,Counters & Quantities,七人,しちにん / ななにん,Shichi-nin / Nana-nin,Seven people
CQ018,Counters & Quantities,八人,はちにん,Hachi-nin,Eight people
CQ019,Counters & Quantities,九人,くにん / きゅうにん,Ku-nin / Kyuu-nin,Nine people
CQ020,Counters & Quantities,十人,じゅうにん,Juu-nin,Ten people
CQ021,Counters & Quantities,一本,いっぽん,Ippon,One
CQ022,Counters & Quantities,二本,にほん,Ni-hon,Two
CQ023,Counters & Quantities,三本,さんぼん,San-bon,Three
CQ024,Counters & Quantities,四本,よんほん,Yon-hon,Four
CQ025,Counters & Quantities,五本,ごほん,Go-hon,Five
CQ026,Counters & Quantities,六本,ろっぽん,Roppon,Six
CQ027,Counters & Quantities,七本,ななほん,Nana-hon,Seven
CQ028,Counters & Quantities,八本,はっぽん / はちほん,Happon / Hachi-hon,Eight
CQ029,Counters & Quantities,九本,きゅうほん,Kyuu-hon,Nine
CQ030,Counters & Quantities,十本,じゅっぽん,Juppon,Ten
CQ031,Counters & Quantities,一枚,いちまい,Ichi-mai,One
CQ032,Counters & Quantities,二枚,にまい,Ni-mai,Two
CQ033,Counters & Quantities,三枚,さんまい,San-mai,Three
CQ034,Counters & Quantities,四枚,よんまい,Yon-mai,Four
CQ035,Counters & Quantities,五枚,ごまい,Go-mai,Five
CQ036,Counters & Quantities,六枚,ろくまい,Roku-mai,Six
CQ037,Counters & Quantities,七枚,ななまい,Nana-mai,Seven
CQ038,Counters & Quantities,八枚,はちまい,Hachi-mai,Eight
CQ039,Counters & Quantities,九枚,きゅうまい,Kyuu-mai,Nine
CQ040,Counters & Quantities,十枚,じゅうまい,Juu-mai,Ten
CQ041,Counters & Quantities,一冊,いっさつ,Issatsu,One
CQ042,Counters & Quantities,二冊,にさつ,Ni-satsu,Two
CQ043,Counters & Quantities,三冊,さんさつ,San-satsu,Three
CQ044,Counters & Quantities,四冊,よんさつ,Yon-satsu,Four
CQ045,Counters & Quantities,五冊,ごさつ,Go-satsu,Five
CQ046,Counters & Quantities,六冊,ろくさつ,Roku-satsu,Six
CQ047,Counters & Quantities,七冊,ななさつ,Nana-satsu,Seven
CQ048,Counters & Quantities,八冊,はっさつ,Hassatsu,Eight
CQ049,Counters & Quantities,九冊,きゅうさつ,Kyuu-satsu,Nine
CQ050,Counters & Quantities,十冊,じゅっさつ,Jussatsu,Ten
CQ051,Counters & Quantities,一台,いちだい,Ichi-dai,One
CQ052,Counters & Quantities,二台,にだい,Ni-dai,Two
CQ053,Counters & Quantities,三台,さんだい,San-dai,Three
CQ054,Counters & Quantities,四台,よんだい,Yon-dai,Four
CQ055,Counters & Quantities,五台,ごだい,Go-dai,Five
CQ056,Counters & Quantities,一匹,いっぴき,Ippiki,One
CQ057,Counters & Quantities,二匹,にひき,Ni-hiki,Two
CQ058,Counters & Quantities,三匹,さんびき,San-biki,Three
CQ059,Counters & Quantities,四匹,よんひき,Yon-hiki,Four
CQ060,Counters & Quantities,五匹,ごひき,Go-hiki,Five
CQ061,Counters & Quantities,六匹,ろっぴき,Roppiki,Six
CQ062,Counters & Quantities,七匹,ななひき,Nana-hiki,Seven
CQ063,Counters & Quantities,八匹,はっぴき / はちひき,Happiki / Hachi-hiki,Eight
CQ064,Counters & Quantities,九匹,きゅうひき,Kyuu-hiki,Nine
CQ065,Counters & Quantities,十匹,じゅっぴき,Juppiki,Ten
CQ066,Counters & Quantities,一杯,いっぱい,Ippai,One
CQ067,Counters & Quantities,二杯,にはい,Ni-hai,Two
CQ068,Counters & Quantities,三杯,さんばい,San-bai,Three
CQ069,Counters & Quantities,四杯,よんはい,Yon-hai,Four
CQ070,Counters & Quantities,五杯,ごはい,Go-hai,Five
CQ071,Counters & Quantities,一回,いっかい,Ikkai,One time
CQ072,Counters & Quantities,二回,にかい,Ni-kai,Two times
CQ073,Counters & Quantities,三回,さんかい,San-kai,Three times
CQ074,Counters & Quantities,四回,よんかい,Yon-kai,Four times
CQ075,Counters & Quantities,五回,ごかい,Go-kai,Five times
CQ076,Counters & Quantities,六回,ろっかい,Rokkai,Six times
CQ077,Counters & Quantities,七回,ななかい,Nana-kai,Seven times
CQ078,Counters & Quantities,八回,はっかい,Hakkai,Eight times
CQ079,Counters & Quantities,九回,きゅうかい,Kyuu-kai,Nine times
CQ080,Counters & Quantities,十回,じゅっかい,Jukkai,Ten times
CQ081,Counters & Quantities,一階,いっかい,Ikkai,First floor
CQ082,Counters & Quantities,二階,にかい,Ni-kai,Second floor
CQ083,Counters & Quantities,三階,さんがい / さんかい,San-gai / San-kai,Third floor
CQ084,Counters & Quantities,四階,よんかい,Yon-kai,Fourth floor
CQ085,Counters & Quantities,五階,ごかい,Go-kai,Fifth floor
CQ086,Counters & Quantities,六階,ろっかい,Rokkai,Sixth floor
CQ087,Counters & Quantities,七階,ななかい,Nana-kai,Seventh floor
CQ088,Counters & Quantities,八階,はっかい / はちかい,Hakkai / Hachi-kai,Eighth floor
CQ089,Counters & Quantities,九階,きゅうかい,Kyuu-kai,Ninth floor
CQ090,Counters & Quantities,十階,じゅっかい,Jukkai,Tenth floor
CQ091,Counters & Quantities,一分,いっぷん,Ippun,One minute
CQ092,Counters & Quantities,二分,にふん,Ni-fun,Two minutes
CQ093,Counters & Quantities,三分,さんぷん,San-pun,Three minutes
CQ094,Counters & Quantities,四分,よんぷん,Yon-pun,Four minutes
CQ095,Counters & Quantities,五分,ごふん,Go-fun,Five minutes
CQ096,Counters & Quantities,六分,ろっぷん,Roppun,Six minutes
CQ097,Counters & Quantities,七分,ななふん,Nana-fun,Seven minutes
CQ098,Counters & Quantities,八分,はちふん / はっぷん,Hachi-fun / Happun,Eight minutes
CQ099,Counters & Quantities,九分,きゅうふん,Kyuu-fun,Nine minutes
CQ100,Counters & Quantities,十分,じゅっぷん,Juppun,Ten minutes
CQ101,Counters & Quantities,十五分,じゅうごふん,Juugo-fun,Fifteen minutes
CQ102,Counters & Quantities,三十分,さんじゅっぷん,San-juppun,Thirty minutes
CQ103,Counters & Quantities,一時間,いちじかん,Ichi-jikan,One hour
CQ104,Counters & Quantities,二時間,にじかん,Ni-jikan,Two hours
CQ105,Counters & Quantities,三時間,さんじかん,San-jikan,Three hours
CQ106,Counters & Quantities,四時間,よじかん,Yo-jikan,Four hours
CQ107,Counters & Quantities,五時間,ごじかん,Go-jikan,Five hours
CQ108,Counters & Quantities,六時間,ろくじかん,Roku-jikan,Six hours
CQ109,Counters & Quantities,七時間,ななじかん,Nana-jikan,Seven hours
CQ110,Counters & Quantities,八時間,はちじかん,Hachi-jikan,Eight hours
CQ111,Counters & Quantities,九時間,くじかん,Ku-jikan,Nine hours
CQ112,Counters & Quantities,十時間,じゅうじかん,Juu-jikan,Ten hours
CQ113,Counters & Quantities,一時間半,いちじかんはん,Ichi-jikan han,One and a half hours
CQ114,Counters & Quantities,一日,ついたち,Tsuitachi,1St (of month)
CQ115,Counters & Quantities,二日,ふつか,Futsuka,2Nd / Two days
CQ116,Counters & Quantities,三日,みっか,Mikka,3Rd / Three days
CQ117,Counters & Quantities,四日,よっか,Yokka,4Th / Four days
CQ118,Counters & Quantities,五日,いつか,Itsuka,5Th / Five days
CQ119,Counters & Quantities,六日,むいか,Muika,6Th / Six days
CQ120,Counters & Quantities,七日,なのか,Nanoka,7Th / Seven days
CQ121,Counters & Quantities,八日,ようか,Youka,8Th / Eight days
CQ122,Counters & Quantities,九日,ここのか,Kokonoka,9Th / Nine days
CQ123,Counters & Quantities,十日,とおか,Tooka,10Th / Ten days
CQ124,Counters & Quantities,十四日,じゅうよっか,Juu-yokka,14Th
CQ125,Counters & Quantities,二十日,はつか,Hatsuka,20Th
CQ126,Counters & Quantities,二十四日,にじゅうよっか,Nijuu-yokka,24Th
CQ127,Counters & Quantities,一週間,いっしゅうかん,Isshuukan,One week
CQ128,Counters & Quantities,二週間,にしゅうかん,Ni-shuukan,Two weeks
CQ129,Counters & Quantities,三週間,さんしゅうかん,San-shuukan,Three weeks
CQ130,Counters & Quantities,四週間,よんしゅうかん,Yon-shuukan,Four weeks
CQ131,Counters & Quantities,一ヶ月,いっかげつ,Ikkagetsu,One month
CQ132,Counters & Quantities,二ヶ月,にかげつ,Ni-kagetsu,Two months
CQ133,Counters & Quantities,三ヶ月,さんかげつ,San-kagetsu,Three months
CQ134,Counters & Quantities,四ヶ月,よんかげつ,Yon-kagetsu,Four months
CQ135,Counters & Quantities,六ヶ月,ろっかげつ,Rokkagetsu,Six months
CQ136,Counters & Quantities,十ヶ月,じゅっかげつ,Jukkagetsu,Ten months
CQ137,Counters & Quantities,十二ヶ月,じゅうにかげつ,Juuni-kagetsu,Twelve months
CQ138,Counters & Quantities,一年,いちねん,Ichi-nen,One year
CQ139,Counters & Quantities,二年,にねん,Ni-nen,Two years
CQ140,Counters & Quantities,三年,さんねん,San-nen,Three years
CQ141,Counters & Quantities,四年,よねん,Yo-nen,Four years
CQ142,Counters & Quantities,十年,じゅうねん,Juu-nen,Ten years
CQ143,Counters & Quantities,一歳,いっさい,Issai,One year old
CQ144,Counters & Quantities,八歳,はっさい,Hassai,Eight years old
CQ145,Counters & Quantities,十歳,じゅっさい,Jussai,Ten years old
CQ146,Counters & Quantities,二十歳,はたち,Hatachi,Twenty years old
